remarks,commit_url,commit_message,commit_url,repository,commit_hash,modified_file
,https://github.com/OpenChemistry/tomviz/commit/efa34d3bf0c8318418890ad80f5701d6e24232b0,Changed default color preset to Plasma_17,https://github.com/OpenChemistry/tomviz.git/commit/efa34d3bf0c8318418890ad80f5701d6e24232b0,https://github.com/OpenChemistry/tomviz.git,efa34d3bf0c8318418890ad80f5701d6e24232b0,Behaviors.cxx
,https://github.com/OpenChemistry/tomviz/commit/18e46e4b21e1e8cb6c1466a267975233a4a8f61d,Always use component 0 when getting voxel values,https://github.com/OpenChemistry/tomviz.git/commit/18e46e4b21e1e8cb6c1466a267975233a4a8f61d,https://github.com/OpenChemistry/tomviz.git,18e46e4b21e1e8cb6c1466a267975233a4a8f61d,
,https://github.com/kokkos/kokkos-kernels/commit/272807196b3c14f602bdc08f3acd076b1af422f0,Async matrix release for MKL >= 2023.2,https://github.com/kokkos/kokkos-kernels.git/commit/272807196b3c14f602bdc08f3acd076b1af422f0,https://github.com/kokkos/kokkos-kernels.git,272807196b3c14f602bdc08f3acd076b1af422f0,KokkosSparse_spmv_tpl_spec_decl.hpp
,https://github.com/kokkos/kokkos-kernels/commit/cb24a0d477a35e20eabc321985e14d720788c120,Don't call optimize_gemv for one-shot spmv,https://github.com/kokkos/kokkos-kernels.git/commit/cb24a0d477a35e20eabc321985e14d720788c120,https://github.com/kokkos/kokkos-kernels.git,cb24a0d477a35e20eabc321985e14d720788c120,KokkosSparse_spmv_tpl_spec_decl.hpp
,https://github.com/PrincetonUniversity/athena/commit/6b4b136fe7c0395b081e4ddfeab61f9904055597,Allow scalar_diff pgen to not include scalars,https://github.com/PrincetonUniversity/athena.git/commit/6b4b136fe7c0395b081e4ddfeab61f9904055597,https://github.com/PrincetonUniversity/athena.git,6b4b136fe7c0395b081e4ddfeab61f9904055597,scalar_diff.cpp
,https://github.com/PrincetonUniversity/athena/commit/36a24ba98c79313fdc8eb99a2b6328e13432b187,fix a bug in disk.cpp related to #430,https://github.com/PrincetonUniversity/athena.git/commit/36a24ba98c79313fdc8eb99a2b6328e13432b187,https://github.com/PrincetonUniversity/athena.git,36a24ba98c79313fdc8eb99a2b6328e13432b187,disk.cpp
,https://github.com/arborx/ArborX/commit/3c194b232f43b981ec94d11a68d1b66a29e53d7a,Fix a bug in the hierarchy construction when using 63 bits for Morton codes,https://github.com/arborx/ArborX.git/commit/3c194b232f43b981ec94d11a68d1b66a29e53d7a,https://github.com/arborx/ArborX.git,3c194b232f43b981ec94d11a68d1b66a29e53d7a,ArborX_DetailsTreeConstruction.hpp
,https://github.com/SCIInstitute/SCIRun/commit/db176166ac9260d52ffce1c3263215551e5b1d5f,faster rotation transformation,https://github.com/SCIInstitute/SCIRun.git/commit/db176166ac9260d52ffce1c3263215551e5b1d5f,https://github.com/SCIInstitute/SCIRun.git,db176166ac9260d52ffce1c3263215551e5b1d5f,GlyphGeom.cc
,https://github.com/bigbangcore/BigBang/commit/d76b5525b5e78b9e14fcf11b4feb3effce2f96a7,Remove the unused test code: generate_pow_code is used to assist in generating pow value from 1 to 51.,https://github.com/bigbangcore/BigBang.git/commit/d76b5525b5e78b9e14fcf11b4feb3effce2f96a7,https://github.com/bigbangcore/BigBang.git,d76b5525b5e78b9e14fcf11b4feb3effce2f96a7,mpvss_tests.cpp
,https://github.com/molpopgen/fwdpy11/commit/99c8e5abdbe62b605089277051bd6ac7ed29d061,Return early from fwdpy11.infinite_sites when possible.,https://github.com/molpopgen/fwdpy11.git/commit/99c8e5abdbe62b605089277051bd6ac7ed29d061,https://github.com/molpopgen/fwdpy11.git,99c8e5abdbe62b605089277051bd6ac7ed29d061,
,https://github.com/pynac/pynac/commit/d4bd0737f5ebf06f4fa686b8e221ae45d13257b8,Don't assume that a is positive in rational_power_parts,https://github.com/pynac/pynac.git/commit/d4bd0737f5ebf06f4fa686b8e221ae45d13257b8,https://github.com/pynac/pynac.git,d4bd0737f5ebf06f4fa686b8e221ae45d13257b8,
,https://github.com/project-asgard/asgard/commit/19a55124c19f1e99ad315e511a6f487a9036413d,Update to use new namespaces,https://github.com/project-asgard/asgard.git/commit/19a55124c19f1e99ad315e511a6f487a9036413d,https://github.com/project-asgard/asgard.git,19a55124c19f1e99ad315e511a6f487a9036413d,batch_tests.cpp
,https://github.com/project-asgard/asgard/commit/3881ccebe66a1bba0603b9e224ee0255be1f2f92,update tim's tests to use the new op two scale interface,https://github.com/project-asgard/asgard.git/commit/3881ccebe66a1bba0603b9e224ee0255be1f2f92,https://github.com/project-asgard/asgard.git,3881ccebe66a1bba0603b9e224ee0255be1f2f92,apply_fmwt_tests.cpp
,https://github.com/project-asgard/asgard/commit/076f8b296ce85de4ae54ccfea88f8074e42c6ffe,improve perf of combine dims using views,https://github.com/project-asgard/asgard.git/commit/076f8b296ce85de4ae54ccfea88f8074e42c6ffe,https://github.com/project-asgard/asgard.git,076f8b296ce85de4ae54ccfea88f8074e42c6ffe,transformations.cpp
,https://github.com/project-asgard/asgard/commit/11a890019fb230ce1c8699ceb2f2dad2fe6609e5,clang-format,https://github.com/project-asgard/asgard.git/commit/11a890019fb230ce1c8699ceb2f2dad2fe6609e5,https://github.com/project-asgard/asgard.git,11a890019fb230ce1c8699ceb2f2dad2fe6609e5,chunk.cpp
,https://github.com/jaypipes/sqltoast/commit/9ab9674aa601e4cb99ed9b89a51755702c83936e,default token -> string output for symbols,https://github.com/jaypipes/sqltoast.git/commit/9ab9674aa601e4cb99ed9b89a51755702c83936e,https://github.com/jaypipes/sqltoast.git,9ab9674aa601e4cb99ed9b89a51755702c83936e,token.cc
